0,0.008696156155268722
1,0.004994977958232146
2,0.00441970663811886
3,0.0029789081985945043
4,0.002842627940583649
5,0.004637172594193146
6,0.0035692591923180365
7,0.004227702974623635
8,0.003570161307302523
9,0.008948673639064582
10,0.022538620283080634
11,0.0043414778602023215
12,0.0073601329477725125
13,0.005305514769677612
14,0.0035202339574317834
15,0.004480607076758623
16,0.013399748394603648
17,0.003648137140011312
18,0.003387372150339561
19,0.0064288424892770275
0,0.008696156155268722
1,0.004994977958232146
2,0.00441970663811886
3,0.0029789081985945043
4,0.002842627940583649
5,0.004637172594193146
6,0.0035692591923180365
7,0.004227702974623635
8,0.003570161307302523
9,0.008948673639064582
10,0.022538620283080634
11,0.0043414778602023215
12,0.0073601329477725125
13,0.005305514769677612
14,0.0035202339574317834
15,0.004480607076758623
16,0.013399748394603648
17,0.003648137140011312
18,0.003387372150339561
19,0.0064288424892770275
